"","varname","mean_null","random_null","AWIESM1","AWIESM2","CCSM4-UofT","CESM1-2","iLOVECLIM-GLAC","iLOVECLIM-ICE","INM-CM4-8","IPSLCM5A2","MIROC-ES2L","MPI-ESM1-2"
"step1","pre_anom","1","1.44167261723259","1.62336500287711","1.65489973538804","1.75654386644505","1.10044780447454","2.04736050251731","2.11913551166842","1.06041379439314","1.4640873514571","1.27559131570519","1.01178627685967"
"step2","pre_anom","1","1.44167261723259","1.38557031426041","1.39428559684685","1.25331137109422","1.05626528091195","1.85107756343553","1.91427852920953","1.05495726367812","1.45530122726295","1.2275066680029","0.973003766639371"
"step3","pre_anom","1","1.44167261723259","1.15054678148098","1.11990830939561","1.09020949063561","1.0036605151165","1.26570988581371","1.29528093300016","0.86439994852185","0.970690069651756","0.978225383021069","0.865063625669969"
